Ticket ID,Ticket Owner,Ticket Title,Ticket Description,Ticket Cause,Ticket Created At,Ticket Updated At,Ticket Due date,Ticket Original Team,Ticket Teams,Ticket Category,Ticket Status,Ticket Labels,Ticket Indicators,Ticket State,Ticket Archived At,Task ID,Task Description,Task Author,Task Due date,Task Created At,Task Uptdated At,Task status,Ticket Priority,Ticket Zone,Ticket Equipment,Ticket Product,Ticket rule,Ticket custom_2
1568539,"Cabine Morgan","rebut le 14/10/24 a 18h42","défaut immédiat bassin de reprise EAU06Extrême queue morcelée Cr6 ( couronne bonne ) suivante rebut C57","","2024-10-14T16:58:05.348206Z","2024-10-15T07:51:18.906722Z","2024-10-14","LAC TAF N1","LAC TAF N1,LAC TAF N2,LAC Maintenance","Productivité","Eq. De Miranda","of : 4100592583,5FRU06,IMPHY 286,B5142","","","2024-10-15T07:51:18.743432Z","","","","","","","",
1555621,"Cabine Morgan","Rebut CR0, le 10/10 à 3h45","Coupe tête reste collée sur lame supC57 tordu à la coupe","","2024-10-10T01:47:42.410682Z","2024-10-15T07:44:36.056741Z","2024-10-15","LAC TAF N2","LAC TAF N2","Productivité","Eq. De Miranda","Phy625,587569,9FDA22,RQ175","","","2024-10-15T07:44:35.911078Z",3167374,"Remis en service Cr1","",,2024-10-10T02:33:41.098413Z,2024-10-10T02:33:56.192466Z,Completed,
1555621,"Cabine Morgan","Rebut CR0, le 10/10 à 3h45","Coupe tête reste collée sur lame supC57 tordu à la coupe","","2024-10-10T01:47:42.410682Z","2024-10-15T07:44:36.056741Z","2024-10-15","LAC TAF N2","LAC TAF N2","Productivité","Eq. De Miranda","Phy625,587569,9FDA22,RQ175","","","2024-10-15T07:44:35.911078Z",3169854,"Relevé des faits","Philippe De Miranda",,2024-10-10T07:40:45.367635Z,2024-10-15T07:44:28.913721Z,Completed,
1559609,"Julien  Chevasson ","rebut IH2 le 10/10/2024 à 17h40","3ème billette du lot ne pointe pas D0. La billette commence à brûler dans l'IH2(en marche dégradée)Cote du carré : 60.2 x 60.5A la vue de la tête, pas de pointage sur angle.","PB velocimètre + mache dégradée","2024-10-10T18:17:04.323700Z","2024-10-15T07:08:23.599627Z","2024-10-15","LAC TAF N2","LAC TAF N2","Qualité","Eq. Burgain","Phyweld 625,589500","","","2024-10-15T07:08:23.435795Z",3179323,"Vérifier si remontée élévation D0 dans PE est conforme","Vincent  Guezet",2024-10-11,2024-10-11T07:53:32.512555Z,2024-10-15T07:08:02.039780Z,Completed,
1559609,"Julien  Chevasson ","rebut IH2 le 10/10/2024 à 17h40","3ème billette du lot ne pointe pas D0. La billette commence à brûler dans l'IH2(en marche dégradée)Cote du carré : 60.2 x 60.5A la vue de la tête, pas de pointage sur angle.","PB velocimètre + mache dégradée","2024-10-10T18:17:04.323700Z","2024-10-15T07:08:23.599627Z","2024-10-15","LAC TAF N2","LAC TAF N2","Qualité","Eq. Burgain","Phyweld 625,589500","","","2024-10-15T07:08:23.435795Z",3180049,"","",,2024-10-11T08:47:48.105789Z,2024-10-11T08:47:48.105801Z,Incomplete,
1547100,"Patrick PASCUAL","Un seul feuillard sur couronnes à traiter au TTH","Un seul feuillard sur les couronne sà traiter au TTH. Cerclage manuel absent etpas effectif lorsque réalisé.","","2024-10-08T06:07:38.143301Z","2024-10-14T07:48:07.475576Z","2024-10-14","LAC PFL N2","LAC PFL N2,LAC TAF N2","Qualité","","","","","2024-10-14T07:48:07.279621Z",3149076,"Recerclage en manuel par les opérateurs du TTH","Patrick PASCUAL",2024-10-07,2024-10-08T06:08:37.805351Z,2024-10-08T06:10:35.677666Z,Completed,
1547100,"Patrick PASCUAL","Un seul feuillard sur couronnes à traiter au TTH","Un seul feuillard sur les couronne sà traiter au TTH. Cerclage manuel absent etpas effectif lorsque réalisé.","","2024-10-08T06:07:38.143301Z","2024-10-14T07:48:07.475576Z","2024-10-14","LAC PFL N2","LAC PFL N2,LAC TAF N2","Qualité","","","","","2024-10-14T07:48:07.279621Z",3149094,"Contrôler les tête de ligaturage","BURGAIN Denis",2024-10-08,2024-10-08T06:10:26.598356Z,2024-10-08T16:57:00.435306Z,Completed,
1547100,"Patrick PASCUAL","Un seul feuillard sur couronnes à traiter au TTH","Un seul feuillard sur les couronne sà traiter au TTH. Cerclage manuel absent etpas effectif lorsque réalisé.","","2024-10-08T06:07:38.143301Z","2024-10-14T07:48:07.475576Z","2024-10-14","LAC PFL N2","LAC PFL N2,LAC TAF N2","Qualité","","","","","2024-10-14T07:48:07.279621Z",3149098,"Former les opérateurs Train au cerclage de couronnes","Lionel GRISARD",2024-10-14,2024-10-08T06:10:50.445247Z,2024-10-08T06:11:12.317473Z,Incomplete,
1525349,"Cabine Morgan","rebut dans le couloir le 01/10/24 a 7h17","rebut dans le couloir défaut immédiat bassin de repriseCe défaut est déjà apparu plusieurs fois sans rebut","","2024-10-01T05:26:00.595252Z","2024-10-14T07:45:24.799679Z","2024-10-14","LAC Maintenance","LAC Maintenance,LAC TAF N2","Productivité","Eq. De Miranda","of: 4100586408,5NAB00,IMPHY N52,RQ101","","","2024-10-14T07:45:24.650258Z",3112520,"Analyser le défaut","Edwin Mechin",2024-10-11,2024-10-02T07:47:36.037866Z,2024-10-02T07:48:12.934255Z,Incomplete,
1550388,"Cabine Morgan","rebut CR6 le 08/10/2024 à 16h55","2ème billette du lot boucle au pointage dans CR6Pas mal de coupure de chauffe à l'ih2 sur cette billette (antifusion), leprocess était sur le sujet.","vitesse de la cage 19 trop élevée, rapport vitesse C19/bloc trop élevé","2024-10-08T15:14:33.521932Z","2024-10-11T07:42:16.837778Z","2024-10-10","LAC TAF N2","LAC TAF N2","Qualité","Eq. Burgain","AFK18,4100586810,jx213","","","2024-10-11T07:42:16.650404Z",3160596,"Analyse des paramètres de laminage et chauffe pour confirmer les causes","Alexandre Mozina",2024-10-10,2024-10-09T07:49:00.218623Z,2024-10-09T07:49:24.423881Z,Incomplete,
